user,reaction_speed(in_ms),type_of_activation
User5,432,sound
User4,789,shock
User5,277,sound
User1,899,light
User1,854,shock
User2,150,shock
User1,509,shock
User3,627,light
User3,172,shock
User1,314,shock
User2,635,shock
User5,370,light
User3,469,light
User3,809,sound
User3,721,sound
User4,3,shock
User3,204,light
User4,360,light
User3,2,sound
User5,339,shock
User3,505,shock
User2,579,sound
User3,889,sound
User1,231,light
User4,99,shock
User5,760,sound
User2,738,shock
User5,68,shock
User4,364,light
User5,541,light
User4,906,shock
User2,831,shock
User3,593,light
User3,193,light
User2,774,sound
User4,853,sound
User1,365,light
User5,620,light
User1,347,shock
User5,440,sound
User2,890,light
User2,136,sound
User1,759,sound
User3,873,shock
User3,492,shock
User1,224,light
User3,968,light
User2,500,shock
User5,899,sound
User4,19,light
User1,995,shock
User2,114,shock
User1,609,shock
User4,53,sound
User1,748,shock
User1,978,light
User3,319,shock
User5,801,shock
User5,940,sound
User5,948,shock
User3,642,shock
User1,585,sound
User3,76,sound
User3,696,light
User4,842,light
User5,310,shock
User1,309,light
User2,605,shock
User5,695,light
User1,955,light
User4,271,light
User3,650,sound
User3,497,light
User4,967,sound
User3,953,shock
User3,886,shock
User1,340,shock
User3,579,shock
User2,291,shock
User2,668,sound
User1,670,sound
User2,686,light
User2,639,light
User2,440,light
User2,953,light
User5,814,shock
User4,880,light
User1,821,sound
User3,478,light
User2,599,shock
User2,752,shock
User1,794,light
User4,374,light
User3,152,shock
User5,428,light
User4,524,sound
User5,829,shock
User2,892,light
User2,456,sound
User1,152,sound
User1,536,sound
User3,711,light
User3,315,light
User3,323,shock
User2,258,sound
User2,239,sound
User5,454,shock
User3,777,sound
User5,939,sound
User2,329,light
User2,702,light
User3,659,light
User5,189,shock
User1,170,light
User1,51,light
User3,654,light
User1,148,light
User5,896,shock
User5,749,shock
User2,137,shock
User4,6,shock
User4,483,light
User4,491,shock
User5,680,shock
User1,944,light
User5,55,sound
User1,363,light
User2,869,sound
User4,618,light
User4,88,sound
User1,577,shock
User4,704,sound
User2,327,light
User5,323,shock
User1,36,light
User5,109,light
User3,47,light
User5,260,light
User4,715,light
User2,592,light
User4,182,sound
User3,4,sound
User2,65,shock
User2,212,shock
User1,234,shock
User5,293,light
User3,908,light
User5,782,sound
User2,349,sound
User4,285,light
User5,719,light
User5,603,sound
User5,522,sound
User3,9,light
User5,285,sound
User4,664,sound
User3,284,shock
User3,299,light
User5,344,light
User5,156,shock
User2,272,sound
User3,891,light
User1,391,light
User5,574,sound
User1,183,shock
User1,369,shock
User5,732,light
User5,59,sound
User1,730,light
User2,484,shock
User5,612,light
User3,256,sound
User3,780,shock
User1,432,light
User1,587,shock
User2,67,light
User2,626,light
User2,865,sound
User1,310,sound
User2,640,shock
User3,547,sound
User2,387,light
User4,780,light
User4,876,sound
User2,863,shock
User4,967,light
User4,715,light
User1,427,light
User2,599,light
User2,531,light
User3,789,sound
User3,491,shock
User3,442,light
User3,241,light
User3,336,light
User3,86,light
User4,154,shock
User1,391,sound
User2,138,sound
User2,843,sound
User5,610,light
User4,561,shock
User1,124,shock
User5,14,light
User3,676,sound
User5,682,shock
User5,309,sound
User2,191,sound
User4,341,light
User3,853,shock
User1,371,light
User3,179,shock
User4,794,light
User3,411,sound
User1,682,light
User3,454,shock
User4,474,light
User1,944,light
User4,463,sound
User4,483,shock
User4,32,sound
User4,298,shock
User2,375,light
User5,377,light
User4,71,shock
User3,583,shock
User4,379,sound
User4,47,shock
User5,311,sound
User2,150,sound
User4,922,light
User2,466,light
User3,421,shock
User1,887,light
User1,700,shock
User1,880,shock
User4,52,sound
User4,41,light
User5,412,sound
User1,915,shock
User2,241,shock
User2,301,shock
User3,382,light
User5,644,shock
User1,802,light
User1,736,shock
User3,953,sound
User5,452,light
User1,98,light
User1,830,shock
User3,344,light
User2,715,shock
User1,888,shock
User3,101,shock
User4,144,light
User1,619,sound
User5,5,sound
User3,397,light
User2,234,sound
User1,705,sound
User2,652,light
User4,358,light
User5,658,shock
User1,117,shock
User2,355,light
User1,301,shock
User1,384,sound
User4,417,sound
User5,348,shock
User4,485,light
User4,394,shock
User2,858,sound
User2,336,sound
User2,555,shock
User3,720,light
User1,434,shock
User3,948,sound
User2,278,sound
User3,457,sound
User5,859,shock
User5,152,shock
User4,177,light
User4,239,shock
User2,216,light
User3,928,shock
User4,239,shock
User3,377,sound
User1,343,sound
User1,271,light
User2,311,shock
User3,161,sound
User4,354,shock
User3,720,sound
User5,650,light
User3,798,shock
User1,14,light
User3,190,light
User5,175,shock
User2,27,shock
User3,676,sound
User1,824,light
User5,460,sound
User5,74,shock
User2,511,light
User2,215,sound
User2,753,shock
User1,884,sound
User4,926,sound
User4,363,shock
User1,518,shock
User2,484,shock
User1,938,shock
User2,476,light
User2,566,light
User5,445,light
User1,649,light
User3,152,light
User4,623,sound
User3,966,light
User2,364,light
User4,808,sound
User4,932,sound
User1,776,sound
User5,317,shock
User3,791,light
User1,240,light
User4,277,light
User5,307,shock
User2,803,sound
User1,898,sound
User5,82,light
User5,180,sound
User3,118,shock
User4,264,light
User5,886,shock
User5,181,light
User2,9,shock
User1,103,sound
User4,569,light
User4,923,light
User4,509,shock
User5,560,shock
User5,801,sound
User5,818,sound
User4,516,shock
User4,705,sound
User3,967,sound
User4,940,light
User2,185,light
User5,335,shock
User2,961,light
User1,99,light
User4,97,sound
User2,905,shock
User1,287,light
User3,249,light
User3,968,sound
User5,466,shock
User2,41,shock
User2,515,shock
User3,788,sound
User1,428,light
User2,446,light
User4,156,sound
User5,770,light
User1,360,shock
User3,315,light
User3,5,shock
User4,861,light
User3,198,shock
User2,138,shock
User4,152,sound
User1,523,shock
User2,4,sound
User4,30,light
User3,572,shock
User5,297,sound
User1,347,sound
User3,774,shock
User3,531,light
User1,894,shock
User1,148,shock
User1,69,sound
User2,441,sound
User4,273,sound
User2,21,shock
User3,196,light
User5,291,shock
User4,146,sound
User3,90,sound
User4,556,sound
User3,236,sound
User1,58,sound
User5,822,light
User2,427,sound
User4,545,light
User1,862,shock
User2,964,sound
User2,551,light
User2,599,shock
User3,954,light
User3,324,sound
User5,275,light
User3,933,shock
User2,602,light
User3,908,sound
User4,794,shock
User2,168,shock
User4,335,shock
User4,125,shock
User4,590,shock
User2,444,shock
User5,194,light
User5,974,shock
User1,696,light
User2,46,sound
User2,274,sound
User1,116,light
User5,48,light
User5,339,sound
User4,236,sound
User1,186,sound
User1,699,shock
User5,418,shock
User4,420,light
User5,881,light
User4,691,shock
User2,201,light
User4,328,light
User3,246,sound
User5,91,shock
User3,790,shock
User1,312,sound
User3,958,shock
User2,821,light
User3,91,light
User1,862,sound
User3,15,shock
User1,923,shock
User2,915,light
User5,937,sound
User5,298,sound
User5,520,sound
User4,873,light
User4,660,light
User5,449,sound
User3,24,light
User4,184,shock
User1,124,sound
User3,739,shock
User3,840,shock
User5,39,shock
User3,47,light
User5,390,shock
User2,924,light
User3,527,sound
User1,21,sound
User1,800,light
User1,595,light
User1,760,light
User5,80,sound
User4,631,light
User1,780,sound
User5,871,sound
User3,298,shock
User3,97,light
User5,869,sound
User4,919,light
User1,284,light
User3,411,sound
User2,530,light
User3,13,shock
User4,905,sound
User1,90,shock
User4,540,shock
User1,163,sound
User2,861,light
User5,582,light
User4,746,sound
User1,695,light
User1,997,shock
User5,964,sound
User5,789,shock
User4,369,shock
User1,183,shock
User1,417,light
User1,866,light
User2,454,shock
User1,843,light
User4,182,sound
User1,743,sound
User4,709,sound
User3,967,sound
User1,552,light
User5,710,sound
User5,838,sound
User2,844,sound
User2,485,light
User5,352,shock
User1,792,sound
User3,681,light
User4,294,shock
User3,569,light
User3,952,light
User5,784,light
User4,578,shock
User3,555,shock
User1,675,light
User1,752,sound
User2,103,shock
User3,859,light
User3,897,light
User3,401,shock
User4,336,light
User2,457,sound
User4,496,shock
User5,130,shock
User5,346,shock
User5,79,light
User3,811,sound
User1,522,shock
User4,671,sound
User4,825,sound
User2,651,sound
User5,68,sound
User3,8,light
User1,317,sound
User2,185,light
User1,623,sound
User5,1000,light
User2,322,light
User3,760,light
User4,851,shock
User2,602,sound
User2,593,shock
User4,35,shock
User5,388,shock
User3,809,light
User1,721,shock
User4,924,light
User3,910,light
User3,267,light
User3,965,light
User4,746,sound
User4,889,light
User4,604,sound
User5,16,sound
User1,623,light
User3,851,sound
User4,620,light
User5,823,sound
User3,506,shock
User5,412,sound
User5,266,light
User2,318,sound
User2,255,sound
User3,589,light
User2,893,light
User4,127,shock
User5,818,shock
User2,186,light
User1,352,light
User1,252,shock
User2,799,shock
User2,143,light
User4,551,sound
User2,984,sound
User1,882,shock
User4,368,shock
User1,417,light
User2,643,light
User1,870,shock
User5,510,sound
User3,540,shock
User3,251,light
User2,815,sound
User4,244,sound
User4,733,light
User2,519,sound
User4,881,shock
User4,94,light
User2,496,shock
User4,934,shock
User1,765,sound
User1,858,sound
User4,60,light
User3,491,shock
User2,860,shock
User3,714,shock
User2,454,light
User4,935,shock
User1,69,shock
User2,741,light
User1,639,light
User1,922,light
User5,102,shock
User3,10,shock
User1,515,light
User2,917,light
User5,396,shock
User4,798,shock
User5,320,sound
User4,228,sound
User2,307,light
User2,851,sound
User1,726,sound
User4,753,light
User4,292,light
User2,330,sound
User3,850,sound
User3,522,sound
User4,87,sound
User2,455,light
User4,514,light
User3,227,sound
User3,929,light
User3,465,light
User5,500,sound
User1,159,shock
User1,513,shock
User4,618,light
User4,453,light
User2,810,sound
User4,138,light
User2,914,shock
User1,660,sound
User3,805,light
User4,458,light
User1,332,light
User5,624,shock
User2,534,light
User4,7,sound
User5,867,sound
User3,623,sound
User3,766,shock
User2,818,sound
User4,317,sound
User1,962,light
User4,8,sound
User1,1,shock
User4,88,shock
User1,236,shock
User3,340,light
User4,908,sound
User1,947,shock
User4,26,sound
User1,774,light
User3,120,shock
User1,382,light
User2,496,light
User3,725,shock
User5,248,shock
User3,129,sound
User5,534,light
User5,608,sound
User5,440,sound
User1,721,shock
User5,217,shock
User4,212,sound
User2,159,sound
User1,738,light
User2,55,light
User2,737,shock
User3,246,light
User1,706,sound
User2,868,shock
User2,986,sound
User2,212,shock
User1,153,light
User2,401,shock
User4,249,sound
User2,771,shock
User2,951,light
User2,656,sound
User2,302,sound
User5,640,sound
User3,394,shock
User3,394,light
User2,189,sound
User3,762,shock
User5,689,sound
User5,700,sound
User4,468,shock
User4,56,light
User1,567,sound
User2,452,sound
User3,549,shock
User1,321,light
User4,220,sound
User4,548,shock
User1,565,sound
User5,296,shock
User5,941,sound
User3,398,sound
User5,89,shock
User5,595,sound
User5,519,shock
User4,446,light
User5,399,shock
User4,974,light
User4,632,sound
User1,761,sound
User5,42,shock
User4,473,shock
User5,500,shock
User4,946,sound
User3,361,sound
User3,298,light
User3,880,shock
User3,251,light
User4,595,shock
User3,329,light
User5,924,sound
User5,100,light
User2,821,light
User1,814,light
User4,230,light
User3,769,shock
User2,643,sound
User3,264,light
User3,774,light
User2,538,shock
User2,792,shock
User2,346,shock
User4,654,sound
User5,169,shock
User1,762,shock
User4,108,shock
User2,398,sound
User4,150,light
User1,390,sound
User4,16,shock
User4,587,light
User2,874,sound
User3,899,light
User2,10,shock
User3,839,shock
User5,767,shock
User1,837,shock
User1,317,sound
User5,647,shock
User5,153,shock
User2,373,sound
User4,746,shock
User1,740,sound
User2,52,sound
User4,778,shock
User4,341,sound
User3,432,shock
User5,308,sound
User5,899,light
User1,276,shock
User2,70,shock
User5,532,light
User4,888,light
User4,534,light
User4,620,sound
User1,623,shock
User1,217,light
User2,606,sound
User2,560,light
User1,908,light
User1,104,light
User2,555,sound
User3,496,sound
User2,37,shock
User4,194,shock
User1,459,shock
User3,281,sound
User2,520,shock
User2,553,light
User3,418,shock
User2,649,light
User1,828,shock
User4,605,shock
User3,420,light
User5,790,shock
User1,365,shock
User2,910,sound
User5,50,light
User3,598,light
User1,96,shock
User4,455,light
User4,596,shock
User5,423,sound
User4,956,sound
User2,877,sound
User4,495,shock
User1,412,shock
User5,123,light
User5,15,shock
User2,171,shock
User5,540,sound
User2,831,sound
User2,243,shock
User1,653,light
User2,98,sound
User4,91,sound
User3,600,light
User5,833,shock
User2,532,light
User3,928,light
User5,413,light
User1,289,light
User2,628,light
User3,336,sound
User3,900,shock
User5,159,shock
User5,671,sound
User4,659,shock
User5,22,sound
User3,883,shock
User2,581,light
User2,199,shock
User3,329,sound
User2,557,light
User5,477,light
User1,884,sound
User5,988,sound
User1,53,light
User5,213,sound
User2,374,sound
User1,940,sound
User5,997,sound
User2,110,shock
User4,865,shock
User2,294,light
User4,992,light
User1,342,sound
User4,148,shock
User1,416,light
User1,640,sound
User1,9,shock
User3,830,sound
User4,974,shock
User2,630,light
User3,476,shock
User3,44,light
User1,138,sound
User5,416,shock
User3,952,shock
User5,599,sound
User1,829,shock
User1,500,sound
User5,512,light
User2,30,sound
User3,410,shock
User3,310,light
User3,885,sound
User5,453,sound
User3,950,shock
User3,153,shock
User4,66,shock
User1,289,light
User2,370,light
User1,841,sound
User3,809,light
User4,812,shock
User1,118,shock
User4,654,shock
User3,171,sound
User4,149,light
User2,645,shock
User2,591,sound
User3,810,light
User1,950,shock
User4,935,shock
User5,258,light
User1,636,light
User2,142,sound
User2,352,light
User1,918,shock
User5,646,shock
User2,207,sound
User2,933,shock
User2,672,sound
User2,446,sound
User4,550,sound
User3,817,light
User1,830,sound
User5,729,shock
User1,606,light
User4,214,shock
User4,50,sound
User2,604,shock
User1,832,shock
User1,329,shock
User3,404,light
User1,3,sound
User1,201,shock
User1,156,light
User4,95,shock
User1,683,shock
User3,52,light
User3,758,shock
User2,136,shock
User3,180,sound
User5,406,sound
User3,295,sound
User2,247,shock
User1,677,sound
User1,498,light
User1,98,light
User5,481,shock
User3,234,shock
User5,772,shock
User4,224,light
User1,323,shock
User3,635,sound
User1,576,shock
User5,685,sound
User1,521,sound
User1,726,light
User2,863,shock
User5,951,shock
User2,44,sound
User5,758,shock
User5,890,light
User1,848,shock
User1,324,sound
User4,407,shock
User4,79,shock
User4,844,light
User3,618,sound
User3,778,shock
User2,425,shock
User5,479,sound
User1,126,shock
User2,103,shock
User5,658,shock
User3,606,sound
User2,847,light
User4,349,light
User1,898,shock
User2,56,sound
User4,924,light
User3,724,sound
User5,490,light
User2,439,shock
User5,608,light
User3,410,sound
User5,425,light
User3,0,light
User5,114,light
User2,753,sound
User2,301,sound
User5,601,light
User4,705,light
User2,310,sound
User4,928,sound
User4,904,sound
User2,328,sound
User1,641,sound
User1,266,shock
User5,364,light
User3,536,shock
User2,695,sound
User3,794,light
User1,14,sound
User1,541,shock
User4,55,shock
User1,922,light
User3,947,sound
User2,737,shock
User3,958,light
User2,591,sound
User3,353,sound
User2,554,light
User4,778,sound
User5,969,sound
User1,639,light
User2,895,light
User4,666,shock
User2,282,sound
User4,681,shock
User1,346,sound
User4,787,shock
User5,898,sound
User2,59,shock
User2,778,light
User3,872,light
User5,479,sound
User4,426,shock
User3,574,light
User3,672,shock
User4,339,shock
User4,163,shock
User2,360,shock
User3,70,sound
User3,613,shock
User1,232,sound
User1,891,sound
User1,476,shock
User3,437,sound
User1,918,sound
User4,857,shock
User1,994,light
User5,575,shock
User5,592,sound
User1,536,light
User1,318,shock
User4,968,shock
User4,829,shock
User2,909,light
User5,904,shock
